Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
233717140,Good People,Patmeena Sabit,"Sabit, Patmeena",,"=""0593801067""","=""9780593801062""",0,4.26,Crown,Hardcover,400,2026,2026,2026/02/27,2026/02/27,,,read,,,,1,0
23209971,Girl at War,Sara Nović,"Nović, Sara",,"=""0812996348""","=""9780812996340""",0,4.02,Random House,Hardcover,320,2015,2015,2026/02/15,2026/02/15,,,read,,,,1,0
217163697,My Friends,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982112824""","=""9781982112820""",0,4.36,Atria Books,Hardcover,436,2025,2025,2026/02/09,2026/01/29,,,read,,,,1,0
52085140,The Unselected Journals of Emma M. Lion: Vol. 1,Beth Brower,"Brower, Beth",,"=""0998063614""","=""9780998063614""",0,4.08,Rhysdon Press,Paperback,125,2019,2019,2026/01/28,2026/01/29,,,read,,,,1,0
61346151,The White Lady,Jacqueline Winspear,"Winspear, Jacqueline",,"=""0062867989""","=""9780062867988""",0,4.07,Harper,Hardcover,321,2023,2023,2026/01/26,2026/01/29,,,read,,,,1,0
39087664,"The American Agent (Maisie Dobbs, #15)",Jacqueline Winspear,"Winspear, Jacqueline",,"=""0062436694""","=""9780062436696""",0,4.32,Harper,ebook,400,2019,2019,2026/01/20,2026/01/20,,,read,,,,1,0
60899502,"A World of Curiosities (Chief Inspector Armand Gamache, #18)",Louise Penny,"Penny, Louise",,"=""1250145295""","=""9781250145291""",0,4.44,Minotaur Books,Hardcover,390,2022,2022,2026/01/14,2026/01/10,,,read,,,,1,0
17167084,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise Penny,"Penny, Louise",,"=""0312655479""","=""9780312655471""",0,4.48,Minotaur Books,Hardcover,405,2013,2013,2026/01/07,2026/01/10,,,read,,,,1,0
220239083,"A Marriage at Sea: A True Story of Love, Obsession, and Shipwreck",Sophie Elmhirst,"Elmhirst, Sophie",,"=""0593854284""","=""9780593854280""",0,3.84,Riverhead Books,Hardcover,256,2025,2024,2025/07/30,2025/07/30,,,read,,,,1,0
218671850,So Far Gone,Jess Walter,"Walter, Jess",,"=""0062868144""","=""9780062868145""",0,3.94,Harper,Hardcover,257,2025,2025,2025/07/11,2025/07/11,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327,2002,1885,2025/07/02,2025/07/02,,,read,,,,1,0
173754979,James,Percival Everett,"Everett, Percival",,"=""0385550367""","=""9780385550369""",0,4.43,Knopf Doubleday,Hardcover,303,2024,2024,2025/06/24,2025/06/24,,,read,,,,1,0
217245618,The Names,Florence Knapp,"Knapp, Florence",,"=""0593833902""","=""9780593833902""",0,4.14,Pamela Dorman Books,Hardcover,328,2025,2025,2025/06/13,2025/06/21,,,read,,,,1,0
55650158,Take My Hand,Dolen Perkins-Valdez,"Perkins-Valdez, Dolen",,"=""0593337697""","=""9780593337691""",0,4.36,Berkley,Hardcover,368,2022,2022,2025/06/20,2025/06/20,,,read,,,,1,0
219848315,The Emperor of Gladness,Ocean Vuong,"Vuong, Ocean",,"=""059383187X""","=""9780593831878""",0,3.89,Penguin Press,Hardcover,402,2025,2025,2025/06/07,2025/06/07,,,read,,,,1,0
10023183,A Woman of Consequence (A Dido Kent Mystery #3),Anna Dean,"Dean, Anna",,"=""0749008199""","=""9780749008192""",0,3.94,a&b,Hardcover,384,2010,2010,,2025/04/10,did-not-finish,did-not-finish (#53),did-not-finish,,,,1,0
40595446,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,"Purnell, Sonia",,"=""073522529X""","=""9780735225299""",0,4.15,Viking,Hardcover,352,2019,2019,2025/04/17,2025/05/24,,,read,,,,1,0
60784605,Maame,Jessica George,"George, Jessica",,"=""""","=""""",0,4.05,St. Martin's Press,Hardcover,320,2023,2023,2025/05/21,2025/05/21,,,read,,,,1,0
216970860,Girl on Girl: How Pop Culture Turned a Generation of Women Against Themselves,Sophie Gilbert,"Gilbert, Sophie",,"=""0593656296""","=""9780593656297""",0,3.91,Penguin Press,Hardcover,352,2025,2025,2025/05/10,2025/05/10,,,read,,,,1,0
55098820,My Heart,Semezdin Mehmedinović,"Mehmedinović, Semezdin","Celia Hawkesworth, Aleksandar Hemon","=""1646220072""","=""9781646220076""",0,4.30,Catapult,Hardcover,228,2021,2021,,2021/04/23,to-read,to-read (#31),to-read,,,,0,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",5,3.40,Riverhead Books,Hardcover,336,2024,2024,2025/04/26,2025/04/24,,,read,,,,1,0
28505023,The Fire This Time: A New Generation Speaks About Race,Jesmyn Ward,"Ward, Jesmyn",,"=""1501126342""","=""9781501126345""",0,4.35,Scribner,Hardcover,226,2016,2016,2025/04/17,2025/04/17,,,read,,,,1,0
216818514,"Mad House: How Donald Trump, MAGA Mean Girls, a Former Used Car Salesman, a Florida Nepo Baby, and a Man with Rats in His Walls Broke Congress",Annie Karni,"Karni, Annie",Luke Broadwater,"=""0593731263""","=""9780593731260""",3,4.03,Random House,Hardcover,320,2025,,2025/04/04,2025/04/03,,,read,,,,1,0
214537790,The Antidote,Karen Russell,"Russell, Karen",,"=""059380225X""","=""9780593802250""",0,3.90,Knopf,Hardcover,432,2025,2025,2025/03/31,2025/03/31,,,read,,,,1,0
214325852,"Murder the Truth: Fear, the First Amendment, and a Secret Campaign to Protect the Powerful – An Essential Investigation of America's War on Journalism",David Enrich,"Enrich, David",,"=""0063433036""","=""9780063433038""",0,4.26,William Morrow Large Print,Paperback,592,2025,2025,2025/03/25,2025/03/25,,,read,,,,1,0
464260,The Fire Next Time (Vintage International),James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",5,4.55,Vintage,Paperback,106,1992,1963,2025/03/16,2025/03/16,,,read,,,,1,0
213870084,"One Day, Everyone Will Have Always Been Against This",Omar El Akkad,"Akkad, Omar El",,"=""0593804147""","=""9780593804148""",4,4.59,Knopf,Hardcover,208,2025,2025,2025/03/10,2025/03/07,,,read,,,,1,0
213870083,Show Don't Tell,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""0593446739""","=""9780593446737""",0,3.89,Random House,Hardcover,320,2025,2025,,2025/03/07,did-not-finish,did-not-finish (#52),did-not-finish,,,,0,0
203337138,By Any Other Name,Jodi Picoult,"Picoult, Jodi",,"=""0593497228""","=""9780593497227""",5,4.11,Ballantine Books,Kindle Edition,528,2024,2024,2025/02/20,2025/02/20,historical-fiction,historical-fiction (#8),read,,,,1,0
212923993,Mothers and Sons,Adam Haslett,"Haslett, Adam",,"=""0316574716""","=""9780316574716""",4,3.72,"Little, Brown and Company",Hardcover,336,2025,2025,2025/02/27,2025/02/27,,,read,,,,1,0
2142191,Ex-Wife,Ursula Parrott,"Parrott, Ursula",,"=""0452262240""","=""9780452262249""",0,4.13,Plume,Paperback,224,1989,1929,2025/03/04,2025/03/04,,,read,,,,1,0
216165554,My Roman Year,André Aciman,"Aciman, André",,"=""0571385184""","=""9780571385188""",0,3.81,FABER AND FABER,Paperback,354,2024,2024,2025/01/25,2025/01/25,,,read,,,,1,0
201626923,Glory Days: Stories,Simon Rich,"Rich, Simon",,"=""0316569003""","=""9780316569002""",3,4.10,"Little, Brown and Company",Audiobook,224,2024,2024,2025/01/08,2025/01/08,,,read,,,,1,0
29340182,Shrill: Notes from a Loud Woman,Lindy West,"West, Lindy",,"=""0316348406""","=""9780316348409""",0,4.16,Hachette,Hardcover,260,2016,2016,2024/12/16,2024/12/16,,,read,,,,1,0
29209,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,"McBride, James",,"=""1573225789""","=""9781573225786""",0,4.15,Riverhead Books,Paperback,291,1997,1996,2024/12/13,2024/12/12,,,read,,,,1,0
49362138,Honey Girl,Morgan  Rogers,"Rogers, Morgan",,"=""1488077509""","=""9781488077500""",0,3.65,Park Row Books,Kindle Edition,352,2021,2021,2024/12/12,2024/12/12,,,read,,,,1,0
73653350,Heavy: An American Memoir,Kiese Laymon,"Laymon, Kiese",,"=""""","=""""",0,4.47,Scribner,Kindle Edition,256,2018,2018,2024/12/05,2024/12/05,,,read,,,,1,0
138505710,Doppelganger: A Trip into the Mirror World,Naomi Klein,"Klein, Naomi",,"=""0374610320""","=""9780374610326""",0,4.19,"Farrar, Straus and Giroux",Hardcover,416,2023,2023,2024/11/30,2024/11/30,,,read,,,,1,0
61111274,Hijab Butch Blues,Lamya H.,"H., Lamya",,"=""0593448766""","=""9780593448762""",0,4.46,The Dial Press,Hardcover,284,2023,2023,2024/11/27,2024/11/27,,,read,,,,1,0
17150,My Ántonia,Willa Cather,"Cather, Willa",,"=""1583485090""","=""9781583485095""",0,3.85,Book of the Month Club,Paperback,219,1995,1918,2024/11/19,2024/11/19,,,read,,,,2,0
140963,O Pioneers!,Willa Cather,"Cather, Willa",,"=""0679743626""","=""9780679743620""",0,3.90,Vintage,Paperback,159,1992,1913,2024/11/14,2024/11/14,,,read,,,,1,0
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.84,Amistad,Paperback,388,2006,2003,2024/11/03,2024/11/03,,,read,,,,1,0
210943364,The Message,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0593230388""","=""9780593230381""",5,4.49,One World,Hardcover,232,2024,2024,2024/10/20,2024/10/14,,,read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",5,3.65,Hogarth,Hardcover,158,2016,2007,2024/10/14,2017/01/13,,,read,,,,1,0
385255,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,"LeBlanc, Adrian Nicole",,"=""0743254430""","=""9780743254434""",5,4.26,Scribner,Paperback,409,2004,2003,2024/10/11,2024/10/10,,,read,,,,1,0
28007895,The Return,Hisham Matar,"Matar, Hisham",,"=""034580774X""","=""9780345807748""",5,4.16,Knopf Canada,Hardcover,256,2016,2016,2024/10/05,2024/10/05,,,read,,,,1,0
3009435,A Mercy,Toni Morrison,"Morrison, Toni",,"=""0307264238""","=""9780307264237""",5,3.77,Knopf,Hardcover,167,2008,2008,2024/09/23,2024/09/23,,,read,,,,1,0
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""1400067553""","=""9781400067558""",5,3.98,Random House,Hardcover,278,2012,2012,2024/09/26,2024/09/26,,,read,,,,1,0
12991188,Train Dreams,Denis Johnson,"Johnson, Denis",,"=""1250007658""","=""9781250007650""",0,3.89,Picador Paper,Paperback,116,2012,2002,2024/09/07,2024/09/07,,,read,,,,1,0
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",5,4.48,Random House,Hardcover,640,2010,2010,2024/09/05,2024/08/30,,,read,,,,1,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",0,3.85,Picador ,Paperback,247,2006,2004,2024/08/30,2024/08/30,,,read,,,,1,0
123036004,The Berry Pickers,Amanda    Peters,"Peters, Amanda",,"=""1646221958""","=""9781646221950""",5,4.08,Catapult,Hardcover,307,2023,2023,2024/08/11,2024/08/05,,,read,,,,1,0
1058564,The Lost Daughter,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1933372427""","=""9781933372426""",4,3.73,Europa Editions,Paperback,144,2008,2006,2020/11/19,2020/11/17,,,read,,,,1,0
77920745,A Day in the Life of Abed Salama: Anatomy of a Jerusalem Tragedy,Nathan Thrall,"Thrall, Nathan",,"=""1250854970""","=""9781250854971""",4,4.35,Metropolitan Books,Hardcover,272,2023,2023,2024/01/29,2024/01/26,,,read,,,,1,0
168677579,Prequel: An American Fight Against Fascism,Rachel Maddow,"Maddow, Rachel",,"=""0593444515""","=""9780593444511""",5,4.41,Crown,Hardcover,416,2023,2023,2024/08/03,2024/08/03,,,read,,,,1,0
113877384,Sipsworth,Simon Van Booy,"Booy, Simon Van",,"=""1567927947""","=""9781567927948""",4,4.11,"David R. Godine, Publisher",Hardcover,224,2024,2024,2024/06/23,2024/06/23,,,read,,,,1,0
199798868,"Long Island (Eilis Lacey, #2)",Colm Tóibín,"Tóibín, Colm",,"=""1476785112""","=""9781476785110""",4,3.70,Scribner,Hardcover,294,2024,2024,2024/06/10,2024/06/10,,,read,,,,1,0
4954833,"Brooklyn (Eilis Lacey, #1)",Colm Tóibín,"Tóibín, Colm",,"=""1439138311""","=""9781439138311""",4,3.75,Scribner,Hardcover,262,2009,2009,2024/05/20,2024/05/20,,,read,,,,1,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",4,4.59,St. Martin's Press,Hardcover,471,2024,2024,2024/05/05,2024/05/05,,,read,,,,1,0
61111247,Liliana's Invincible Summer: A Sister's Search for Justice,Cristina Rivera Garza,"Garza, Cristina Rivera",,"=""0593244095""","=""9780593244098""",5,4.33,Hogarth,Hardcover,320,2023,2021,2024/05/02,2024/05/01,,,read,,,,1,0
199344846,Knife: Meditations After an Attempted Murder,Salman Rushdie,"Rushdie, Salman",,"=""0593730240""","=""9780593730249""",4,3.98,Random House,Hardcover,209,2024,2024,2024/04/24,2024/04/24,,,read,,,,1,0
127282631,Grief Is for People,Sloane Crosley,"Crosley, Sloane",,"=""0374609845""","=""9780374609849""",4,3.84,MCD,Hardcover,208,2024,2024,2024/04/18,2024/04/18,,,read,,,,1,0
29780253,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",4,4.49,Doubleday Canada,Hardcover,289,2016,2016,2024/04/10,2024/04/07,,,read,,,,1,0
154486930,I Heard Her Call My Name: A Memoir of Transition,Lucy Sante,"Sante, Lucy",,"=""059349377X""","=""9780593493779""",4,3.53,Penguin Press,Kindle Edition,235,2024,2024,2024/04/03,2024/04/03,,,read,,,,1,0
123033397,Day,Michael Cunningham,"Cunningham, Michael",,"=""0399591346""","=""9780399591341""",0,3.53,Random House,Hardcover,273,2023,2023,,2024/03/31,did-not-finish,did-not-finish (#51),did-not-finish,,,,0,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",5,3.97,Knopf,Hardcover,294,2018,2018,2019/01/01,2019/01/08,fiction,fiction (#20),read,,,,3,0
174147294,Wandering Stars,Tommy Orange,"Orange, Tommy",,"=""0593318250""","=""9780593318256""",4,3.81,Knopf,Hardcover,315,2024,2024,2024/03/26,2024/03/26,,,read,,,,1,0
62039166,The Bee Sting,Paul Murray,"Murray, Paul",,"=""0374600309""","=""9780374600303""",0,3.88,"Farrar, Straus and Giroux",Hardcover,645,2023,2023,2024/03/22,2024/03/22,,,read,,,,1,0
195791688,Burn Book: A Tech Love Story,Kara Swisher,"Swisher, Kara",,"=""1982163895""","=""9781982163891""",4,3.94,Simon & Schuster,Hardcover,305,2024,2024,2024/03/06,2024/03/06,,,read,,,,1,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",4,4.03,Oneworld Publications,ebook,259,2023,2023,2024/02/27,2024/02/27,,,read,,,,1,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.20,Signet,Mass Market Paperback,325,1963,1962,,2014/02/07,did-not-finish,did-not-finish (#50),did-not-finish,,,,0,0
958112,"Sacco and Vanzetti: The Men, the Murders, and the Judgment of Mankind",Bruce Watson,"Watson, Bruce",,"=""0670063533""","=""9780670063536""",5,3.91,Viking Adult,Hardcover,448,2007,2007,2024/02/19,2024/02/19,,,read,,,,1,0
191004852,Our Hidden Conversations: What Americans Really Think About Race and Identity,Michele Norris,"Norris, Michele",,"=""198215439X""","=""9781982154394""",4,4.61,Simon & Schuster,Hardcover,528,2024,2024,2024/02/16,2024/02/15,,,read,,,,1,0
17286683,Men We Reaped: A Memoir,Jesmyn Ward,"Ward, Jesmyn",,"=""160819521X""","=""9781608195213""",5,4.30,Bloomsbury USA,Hardcover,256,2013,2013,2024/02/13,2024/02/13,,,read,,,,1,0
11996,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline",Ros Schwartz,"=""0380731819""","=""9780380731817""",4,4.08,Avon Eos,Mass Market Paperback,208,1998,1995,2024/02/06,2024/02/06,,,read,,,,1,0
58949461,In the Margins: On the Pleasures of Reading and Writing,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609457382""","=""9781609457389""",4,3.81,Europa Editions,Kindle Edition,160,2022,2021,2024/02/02,2024/02/02,,,read,,,,1,0
63249763,Waiting to Be Arrested at Night: A Uyghur Poet's Memoir of China's Genocide,Tahir Hamut Izgil,"Izgil, Tahir Hamut",Joshua L. Freeman,"=""0593491793""","=""9780593491799""",4,4.28,Penguin Press,Hardcover,272,2023,2023,2024/02/01,2024/02/01,,,read,,,,1,0
25622780,Wide Sargasso Sea,Jean Rhys,"Rhys, Jean",Edwidge Danticat,"=""0393352560""","=""9780393352566""",0,3.59,W. W. Norton & Company,Paperback,176,2016,1966,2024/01/29,2024/01/29,,,read,,,,1,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",4,3.57,Scribner,Paperback,56,2007,1922,2024/01/20,2024/01/20,,,read,,,,1,0
86512061,Everything/Nothing/Someone,Alice Carrière,"Carrière, Alice",,"=""1954118295""","=""9781954118294""",4,4.00,Spiegel & Grau,Hardcover,277,2023,2023,2024/01/23,2024/01/23,,,read,,,,1,0
127282939,Beautyland,Marie-Helene Bertino,"Bertino, Marie-Helene",,"=""0374109281""","=""9780374109288""",0,4.06,"Farrar, Straus and Giroux",Hardcover,327,2024,2024,,2024/01/20,did-not-finish,did-not-finish (#49),did-not-finish,,,,0,0
61724281,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,"Rosen, Jonathan",,"=""1594206570""","=""9781594206573""",5,4.03,Penguin Press,Hardcover,576,2023,2023,2024/01/19,2024/01/18,,,read,,,,1,0
63880836,The Postcard,Anne Berest,"Berest, Anne",Tina Kover,"=""""","=""""",4,4.35,Europa Editions,Hardcover,464,2023,2021,2024/01/16,2024/01/16,,,read,,,,1,0
62919742,How to Say Babylon,Safiya Sinclair,"Sinclair, Safiya",,"=""1982132337""","=""9781982132330""",5,4.43,37 Ink,Hardcover,352,2023,2023,2024/01/11,2024/01/11,,,read,,,,1,0
124961437,Some People Need Killing: A Memoir of Murder in My Country,Patricia Evangelista,"Evangelista, Patricia",,"=""0593133137""","=""9780593133132""",5,4.20,Random House,Hardcover,428,2023,2023,2024/01/05,2024/01/05,,,read,,,,1,0
37380,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0618084746""","=""9780618084746""",4,3.99,Mariner Books,Paperback,359,1961,1940,2023/12/31,2023/12/28,,,read,,,,1,0
65678550,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422945""","=""9780593422946""",5,3.91,Riverhead Books,Hardcover,400,2023,2023,2023/09/25,2023/09/22,,,read,,,,1,0
3698,The Quiet American,Graham Greene,"Greene, Graham",Robert  Stone,"=""0143039024""","=""9780143039020""",4,3.98,Penguin Classics Deluxe Editions,Paperback,180,2004,1955,2023/12/23,2023/12/23,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,2023/12/26,2023/12/26,,,read,,,,1,0
71872930,North Woods,Daniel       Mason,"Mason, Daniel",,"=""0593597036""","=""9780593597033""",5,4.10,Random House,Hardcover,372,2023,2023,2023/12/19,2023/12/19,,,read,,,,1,0
87556695,Let Us Descend,Jesmyn Ward,"Ward, Jesmyn",,"=""198210449X""","=""9781982104498""",4,3.69,Scribner,Hardcover,305,2023,2023,2023/12/13,2023/12/12,,,read,,,,1,0
101404407,Absolution,Alice McDermott,"McDermott, Alice",,"=""0374610487""","=""9780374610487""",4,3.75,"Farrar, Straus and Giroux",Hardcover,324,2023,2023,2023/12/12,2023/12/12,,,read,,,,1,0
125077431,Roman Stories,Jhumpa Lahiri,"Lahiri, Jhumpa",Todd Portnowitz,"=""""","=""9780593536322""",5,3.78,Knopf,Hardcover,224,2023,2023,2023/12/03,2023/12/03,,,read,,,,1,0
66086834,The Fraud,Zadie Smith,"Smith, Zadie",,"=""""","=""""",0,3.26,Penguin Press,Hardcover,464,2023,2023,2023/11/25,2023/11/25,,,read,,,,1,0
62952130,The Vaster Wilds,Lauren Groff,"Groff, Lauren",,"=""0593418395""","=""9780593418390""",5,3.75,Riverhead Books,Hardcover,256,2023,2023,2023/11/15,2023/11/08,,,read,,,,1,0
61812836,Crook Manifesto,Colson Whitehead,"Whitehead, Colson",,"=""0385545150""","=""9780385545150""",0,3.86,Doubleday,Hardcover,336,2023,2023,2023/11/08,2023/11/05,,,read,,,,1,0
7354,The Shipping News,Annie Proulx,"Proulx, Annie",,"=""0743225422""","=""9780743225427""",3,3.88,Scribner,Paperback,337,2002,1993,2021/03/23,2016/10/22,,,read,,,,1,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",5,4.14,Doubleday,ebook,359,2017,2017,2023/10/30,2023/10/30,,,read,,,,1,0
